,Real Name,Py Name,Subscripts,Units,Limits,Type,Subtype,Comment,Model,Equation,isEquation,Interest
1292,High range FEC good standard of living,high_range_fec_good_standard_of_living,,GJ/(Year*people),"(nan, nan)",Constant,External,"40 GJ/yr per capita: high range FEC good standard of living (Lamb & Steinberger (2017), i.e. above 70 years life expectancy, full access to water, sanitation, electricity and other basic infrastructures.",,,,False
1293,Historic improvement recycling rates minerals,historic_improvement_recycling_rates_minerals,,DMNL,"(nan, nan)",Constant,External,"Due to the large uncertainty and slow evolution of these data, historical recycling rates minerals correspond with the current estimates (UNEP, 2011).",,,,False
1294,Historic improvement recycling rates minerals base metals,historic_improvement_recycling_rates_minerals_base_metals,,DMNL,"(nan, nan)",Constant,External,"Due to the large uncertainty and slow evolution of these data, historical recycling rates minerals correspond with the current estimates (UNEP, 2011).",,,,False
1295,IDENTITY MATRIX,identity_matrix,"['SECTORS I', 'SECTORS MAP I']",DMNL,"(nan, nan)",Constant,Normal,Identity matrix.,,,,False
1296,IEA GDC BY COMMODITY EMPIRICAL,iea_gdc_by_commodity_empirical,"['REGIONS 9 I', 'NRG PE I']",EJ/Year,"(nan, nan)",Data,External,"Empirical primary energy demand (=GDC, Gross Domestic Demand) + Exports / - Imports by PE-commodity and region. Source: IEA Energy balances.",,,,False
1297,IEA TOTAL FE EMPIRICAL,iea_total_fe_empirical,"['REGIONS 9 I', 'NRG FE I']",EJ/Year,"(nan, nan)",Data,External,Empiric data for total final energy consumption from IEA energy balances in WILIAM regional aggregation,,,,False
1298,IMPLICIT PRICE Al,implicit_price_al,,Mdollars 2015/Mt,"(nan, nan)",Auxiliary,Normal,Implicit price is used to translate the monetary units from the economic module to physical units in the Materieals module-each materials has a different implicit price to match the demand from 2015. 584.78 implicit price Al,,,,False
1299,IMPLICIT PRICE ENERGY HOUSEHOLDS COICOP,implicit_price_energy_households_coicop,"['REGIONS 35 I', 'COICOP I']",Mdollars/TJ,"(nan, nan)","Auxiliary, Constant",Normal,Implicit prices of energy consumed by housholds by,,,,False
1300,IMPLICIT PRICE FE,implicit_price_fe,,DMNL,"(nan, nan)",Auxiliary,Normal,Unit conversion from monetary unit to physical units.,,,,False
1301,IMPLICIT PRICE FINAL ENERGY SECTORS,implicit_price_final_energy_sectors,"['REGIONS 35 I', 'SECTORS FINAL ENERGY I', 'SECTORS NON ENERGY I']",Mdollars/TJ,"(nan, nan)",Auxiliary,Normal,Implicit price of final energy demand by sector,,,,False
1302,IMPLICIT PRICE MATERIALS Cu,implicit_price_materials_cu,,Mdollars 2015/Mt,"(nan, nan)",Auxiliary,Normal,25470.5 Implicit price is used to convert values from the economic module Mdollars to Mt to match the value of 2015 mt copper. 16989.8,,,,False
1303,IMPLICIT PRICE PUBLIC HOUSEHOLDS ENERGY TRANSPORT CONSUMPTION,implicit_price_public_households_energy_transport_consumption,"['REGIONS 35 I', 'HOUSEHOLDS I', 'COICOP ENERGY I']",$/TJ,"(nan, nan)",Auxiliary,Normal,Implicit prices for households consumption of energy for transportation,,,,False
1304,IMPLICIT PRICE PUBLIC TRANSPORT HOUSEHOLDS,implicit_price_public_transport_households,"['REGIONS 35 I', 'HOUSEHOLDS I', 'COICOP TRANSPORT EXC FUEL I']",dollars/(Year*person*km),"(nan, nan)",Auxiliary,Normal,Implicit prices for households consumption of public transporta,,,,False
1305,IMV AL MINING WATER USE EFFICIENCY,imv_al_mining_water_use_efficiency,,DMNL,"(nan, nan)",Auxiliary,with Lookup,Aluminium Water use effiency-Variable from World 7. Improvement of Water use Efficiency overtime. From 1850 until 2250,,,,False
1306,IMV ALUMINUM MINING HISTORICAL,imv_aluminum_mining_historical,,Mt/Year,"(nan, nan)",Auxiliary,Normal,Historical Aluminium mining Mt per year.,,,,False
1307,IMV Ag MINING,imv_ag_mining,,Kt/Years,"(nan, nan)",Data,External,"THIS IS AN INTER MODULE VARIABLE - it will be hooked up dynamically with other modules-not in the current version of Wiliam due to time. Presently it has simulation outputs from World 7 for time - 2005-2100. Source: Sverdrup, H. U., & Olafsdottir, A. H. (2019). On the long-term sustainability of copper, zinc and lead supply, using a system dynamics model. Resources, Conservation & Recycling: X, 4(100007). https://doi.org/https://doi.org/10.1016/j.rcrx.2019.100007",,,,False
1308,IMV Al ENERGY EFFICIENCY,imv_al_energy_efficiency,,Years,"(nan, nan)",Auxiliary,with Lookup,Aluminium Energy Efficiency- S-Curve technological improvement of the Energy efficiency overtime due technological improvements.,,,,False
1309,IMV Al MINING AND REFINING IMPROVEMENT TECHNOLOGY,imv_al_mining_and_refining_improvement_technology,,Years,"(nan, nan)",Auxiliary,with Lookup,"Technology improvement curve for mining and refining. Based on historical observation. Implementet from the World7 model. Source: Sverdrup, H. U., Ragnarsdottir, K. V., & Koca, D. (2015). Aluminium for the future: Modelling the global production, market supply, demand, price and long term development of the global reserves. Resources, Conservation and Recycling, 103, 139-154. doi:10.1016/j.resconrec.2015.06.008.",,,,False
1310,IMV Al MINING HISTORICAL,imv_al_mining_historical,,t/Year,"(nan, nan)",Auxiliary,with Lookup,Aluminium Historical mining in t/per year,,,,False
1311,IMV Al PRICE HISTORICAL,imv_al_price_historical,,$/per ton,"(nan, nan)",Auxiliary,with Lookup,Aluminium Historical Price developement.,,,,False
1312,IMV Al TARGET DEMAND PER PERSON,imv_al_target_demand_per_person,,kg/person,"(nan, nan)",Auxiliary,with Lookup,Aluminium kg/per person-Variable from Wolrd 7- Historical Aluminium kg/ person and projected Aluminium kg/person,,,,False
1313,IMV Cu MINED 0,imv_cu_mined_0,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,From the copper module,,,,False
1314,IMV Cu MINING EFFICIENCY CURVE,imv_cu_mining_efficiency_curve,,DMNL,"(nan, nan)",Auxiliary,with Lookup,Cost efficiency development curve,,,,False
1315,IMV ENERGY PRICE,imv_energy_price,,M$/Mt,"(nan, nan)",Auxiliary,with Lookup,Originates from World7. Energy price over time.,,,,False
1316,IMV EXOGENOUS POPULATION VARIATION,imv_exogenous_population_variation,['REGIONS 9 I'],people/Year,"(nan, nan)",Lookup,External,to be removed when integrating with Demography module,,,,False
1317,IMV Fe DEMAND FOR REINFORCMENT BARS,imv_fe_demand_for_reinforcment_bars,,DMNL,"(nan, nan)",Auxiliary,with Lookup,"Intermodel varialble, will come from the economy module. Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication. Sverdrup, H. and Ragnarsdottir, K.V., 2014. Natural Resources in a planetary perspective. Geochemical Perspectives Vol. 3, number 2, October issue 2014. 2:129-341. European Geochemical Society. Open access",,,,False
1318,IMV Fe FRACTION TO LONG TERM,imv_fe_fraction_to_long_term,,1/Years,"(nan, nan)",Auxiliary,with Lookup,Fe fraction that is send into longterm use.,,,,False
1319,IMV Fe MINING HISTORICAL,imv_fe_mining_historical,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,"Fe mining historical. USGS Mineral Commodities Summaries DS-140 series, downloaded from their website. Annual updates available Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication. Sverdrup, H. and Ragnarsdottir, K.V., 2014. Natural Resources in a planetary perspective. Geochemical Perspectives Vol. 3, number 2, October issue 2014. 2:129-341. European Geochemical Society. Open access",,,,False
1320,IMV Fe RECYCLED FROM BUILDINGS HISTORICAL,imv_fe_recycled_from_buildings_historical,,Bt,"(nan, nan)",Auxiliary,with Lookup,"Assumption based, historical recycling of Fe from metal. Sverdrup, H. and Ragnarsdottir, K.V., 2014. Natural Resources in a planetary perspective. Geochemical Perspectives Vol. 3, number 2, October issue 2014. 2:129-341. European Geochemical Society. Open access",,,,False
1321,IMV Fe STEEL PRICE HISTORICAL,imv_fe_steel_price_historical,,$/t,"(nan, nan)",Auxiliary,with Lookup,"Fe-steel price historical USGS Mineral Commodities Summaries DS-140 series, downloaded from their website. Annual updates available Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication. Sverdrup, H. and Ragnarsdottir, K.V., 2014. Natural Resources in a planetary perspective. Geochemical Perspectives Vol. 3, number 2, October issue 2014. 2:129-341. European Geochemical Society. Open access",,,,False
1322,IMV GDP PER PERSON,imv_gdp_per_person,,$/person,"(nan, nan)",Auxiliary,with Lookup,This variable is an IMV = inter module variable. It comes from another module that has yet to be connected to this module. Could be connected to the population module from William. Since the population model from World 7 is excluded from this work. Currently the variable is represented as a graph variable but this will be changed laiter that matches the output from the WORLD7. The variable shows GDP per person Inaki has M$/person,,,,False
1323,IMV GHG emissions final energy by sector and FE 35R,imv_ghg_emissions_final_energy_by_sector_and_fe_35r,"['REGIONS 35 I', 'SECTORS NON ENERGY I', 'NRG FE I', 'GHG I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
1324,IMV GHG energy emissions 35R CO2eq,imv_ghg_energy_emissions_35r_co2eq,"['REGIONS 35 I', 'SECTORS I', 'GHG ENERGY USE I']",GtCO2eq/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
1325,IMV GHG energy emissions 35R CO2eq until 2015,imv_ghg_energy_emissions_35r_co2eq_until_2015,"['REGIONS 35 I', 'SECTORS I', 'GHG ENERGY USE I']",GtCO2eq/Year,"(nan, nan)",Stateful,SampleIfTrue,"Variable used to isolate the economic module, when the switch is deactivated. When this happens the variable takes the 2015 values.",,,,False
1326,IMV GLOBAL POPULATION,imv_global_population,,Billion persons,"(nan, nan)",Auxiliary,with Lookup,From World 7 population module. Historical Population and projected population in the future-World 7,,,,False
1327,IMV HISTORIC HOUSEHOLDS FINAL ENERGY,imv_historic_households_final_energy,"['REGIONS 35 I', 'NRG FE I']",TJ/Year,"(nan, nan)",Constant,External,Data of final energy consumption in households in 2015,,,,False
1328,IMV IRON DEMAND PER PERSON,imv_iron_demand_per_person,,Mt/Million persons,"(nan, nan)",Auxiliary,with Lookup,"Iron demand per person. Sverdrup, H., and Olafsdottir, A.H., 2019. Conceptualization and parameterization of the market price mechanism in the WORLD6 model for metals, materials and fossil fuels. Mineral Economics 1-26. Springer Nature DOI: 10.1007/s13563-019-00182-7. Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication. Sverdrup, H. and Ragnarsdottir, K.V., 2014. Natural Resources in a planetary perspective. Geochemical Perspectives Vol. 3, number 2, October issue 2014. 2:129-341. European Geochemical Society. Open access",,,,False
1329,IMV MnCrNi recycled 1,imv_mncrni_recycled_1,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1330,IMV Mo TOTAL MINING,imv_mo_total_mining,,Mt/Years,"(nan, nan)",Data,External,"THIS IS AN INTER MODULE VARIABLE - it will be hooked up dynamically with other modules-not in the current version of Wiliam due to time. Presently it has simulation outputs from World 7 for time - 2005-2100. Source: Sverdrup, H. U., & Olafsdottir, A. H. (2019). On the long-term sustainability of copper, zinc and lead supply, using a system dynamics model. Resources, Conservation & Recycling: X, 4(100007). https://doi.org/https://doi.org/10.1016/j.rcrx.2019.100007.",,,,False
1331,IMV Ni RESIDUAL,imv_ni_residual,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1332,IMV Ni TOTAL MINING,imv_ni_total_mining,,Mt/Years,"(nan, nan)",Data,External,"THIS IS AN INTER MODULE VARIABLE - it will be hooked up dynamically with other modules-not in the current version of Wiliam due to time. Presently it has simulation outputs from World 7 for time - 2005-2100. Source: Sverdrup, H. U., & Olafsdottir, A. H. (2019). On the long-term sustainability of copper, zinc and lead supply, using a system dynamics model. Resources, Conservation & Recycling: X, 4(100007). https://doi.org/https://doi.org/10.1016/j.rcrx.2019.100007",,,,False
1333,IMV PE BY COMMODITY AGRICULTURE PRODUCTS,imv_pe_by_commodity_agriculture_products,['REGIONS 9 I'],EJ/Year,"(nan, nan)",Lookup,External,exogenour value of PE by commodity agriculture products used when the Land and Water module is disconected from the rest fo WILIAM model,,,,False
1334,IMV PE BY COMMODITY FORESTRY PRODUCTS,imv_pe_by_commodity_forestry_products,['REGIONS 9 I'],EJ/Year,"(nan, nan)",Lookup,External,PE by commodity forestry products constant values for 9 regions,,,,False
1335,IMV PGM FROM MINING,imv_pgm_from_mining,,Kt/Years,"(nan, nan)",Data,External,"THIS IS AN INTER MODULE VARIABLE - it will be hooked up dynamically with other modules-not in the current version of Wiliam due to time. Presently it has simulation outputs from World 7 for time - 2005-2100. Source: Sverdrup, H. U., & Olafsdottir, A. H. (2019). On the long-term sustainability of copper, zinc and lead supply, using a system dynamics model. Resources, Conservation & Recycling: X, 4(100007). https://doi.org/https://doi.org/10.1016/j.rcrx.2019.100007",,,,False
1336,IMV PROSUP STORAGE LOSSES,imv_prosup_storage_losses,"['REGIONS 9 I', 'PROSUP STORAGES I']",EJ/Year,"(nan, nan)",Constant,External,"Storage Losses for elec, gas and (district-)heat --> TO BE ENDOGENIZED",,,,False
1337,IMV SCRAPPING RATE,imv_scrapping_rate,,DMNL,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1338,IMV SS FAST IN USE,imv_ss_fast_in_use,,Mt,"(nan, nan)",Auxiliary,with Lookup,IMV from stainless steel. It's a stock in the SS module,,,,False
1339,IMV SS MnCrNi FRACTION RECYCLED TO STAINLESS STEEL,imv_ss_mncrni_fraction_recycled_to_stainless_steel,,DMNL,"(nan, nan)",Auxiliary,with Lookup,From the stainless steel module.,,,,False
1340,IMV SS MnCrNi Recycled,imv_ss_mncrni_recycled,,Mt/Year,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1341,IMV SS MnCrNi recycled two,imv_ss_mncrni_recycled_two,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1342,IMV SS Ni WANTED,imv_ss_ni_wanted,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,IMV from stainless steel module,,,,False
1343,IMV SS SLOW IN USE,imv_ss_slow_in_use,,Mt,"(nan, nan)",Auxiliary,with Lookup,,,,,False
1344,IMV STAINLESS STEEL LOST TO IRON SCRAP,imv_stainless_steel_lost_to_iron_scrap,,Mt/Years,"(nan, nan)",Auxiliary,with Lookup,"Estimated stainless steel scrap lost into the waste iron stream. Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication.",,,,False
1345,IMV START TIME,imv_start_time,,Years,"(nan, nan)",Constant,External,Start time of the William model.,,,,False
1346,IMV UNIT CONVERSION TON TO MILLION TON,imv_unit_conversion_ton_to_million_ton,,Mt/t,"(nan, nan)",Constant,Normal,Unit conversion from t to Mt,,,,False
1347,IMV Zn MINED,imv_zn_mined,,Mt/Years,"(nan, nan)",Data,External,"THIS IS AN INTER MODULE VARIABLE - it will be hooked up dynamically with other modules-not in the current version of Wiliam due to time. Presently it has simulation outputs from World 7 for time - 2005-2100. Source: Sverdrup, H. U., & Olafsdottir, A. H. (2019). On the long-term sustainability of copper, zinc and lead supply, using a system dynamics model. Resources, Conservation & Recycling: X, 4(100007). https://doi.org/https://doi.org/10.1016/j.rcrx.2019.100007",,,,False
1348,IMV final energy consumption buildings households,imv_final_energy_consumption_buildings_households,"['REGIONS 35 I', 'COICOP ENERGY I']",TJ/Year,"(nan, nan)",Auxiliary,Normal,"Final energy consumption buildings households. Depending on the value of SWITCH ECO HH BUILDINGS ENERGY BOTTOM UP, this contains data generated in a top-down or bottom-up way.",,,,False
1349,IMV final energy consumption transport households,imv_final_energy_consumption_transport_households,"['REGIONS 35 I', 'COICOP ENERGY I']",TJ/Year,"(nan, nan)",Auxiliary,Normal,"Final energy consumption transport households. Depending on the value of SWITCH ECO HH TRANSPORT ENERGY BOTTOM UP, this contains data generated in a top-down or bottom-up way.",,,,False
